Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,^GSPC,^IXIC,^NDX,^GSPC,^IXIC,^NDX,^GSPC,^IXIC,^NDX,^GSPC,^IXIC,^NDX,^GSPC,^IXIC,^NDX,^GSPC,^IXIC,^NDX
Date,,,,,,,,,,,,,,,,,,
2014-02-03,1741.8900146484375,3996.9599609375,3440.5,1741.8900146484375,3996.9599609375,3440.5,1784.8299560546875,4113.5498046875,3533.47998046875,1739.6600341796875,3989.949951171875,3433.639892578125,1782.6800537109375,4105.06005859375,3524.22998046875,4726040000,2617030000,2617030000
2014-02-04,1755.199951171875,4031.52001953125,3470.199951171875,1755.199951171875,4031.52001953125,3470.199951171875,1758.72998046875,4044.199951171875,3480.739990234375,1743.8199462890625,4004.580078125,3449.18994140625,1743.8199462890625,4019.43994140625,3460.1298828125,4068410000,2173360000,2173360000
2014-02-05,1751.6400146484375,4011.550048828125,3454.89990234375,1751.6400146484375,4011.550048828125,3454.89990234375,1755.7900390625,4026.280029296875,3469.35009765625,1737.9200439453125,3968.18994140625,3418.8798828125,1753.3800048828125,4015.5,3457.0400390625,3984290000,2168360000,2168360000
2014-02-06,1773.4300537109375,4057.1201171875,3497.60009765625,1773.4300537109375,4057.1201171875,3497.60009765625,1774.06005859375,4064.06005859375,3502.52001953125,1752.989990234375,4022.169921875,3465.419921875,1752.989990234375,4022.659912109375,3465.830078125,3825410000,1942700000,1942700000
2014-02-07,1797.02001953125,4125.85986328125,3561.909912109375,1797.02001953125,4125.85986328125,3561.909912109375,1798.030029296875,4126.509765625,3563.139892578125,1776.010009765625,4069.929931640625,3508.830078125,1776.010009765625,4081.820068359375,3522.330078125,3775990000,2055850000,2055850000
2014-02-10,1799.8399658203125,4148.169921875,3582.110107421875,1799.8399658203125,4148.169921875,3582.110107421875,1799.93994140625,4148.2998046875,3582.840087890625,1791.8299560546875,4122.60986328125,3557.780029296875,1796.199951171875,4125.1201171875,3558.590087890625,3312160000,1811970000,1811970000
2014-02-11,1819.75,4191.0498046875,3621.719970703125,1819.75,4191.0498046875,3621.719970703125,1823.5400390625,4198.509765625,3628.590087890625,1800.4100341796875,4153.10009765625,3585.080078125,1800.449951171875,4154.66015625,3587.580078125,3699380000,1993950000,1993950000
2014-02-12,1819.260009765625,4201.2900390625,3627.360107421875,1819.260009765625,4201.2900390625,3627.360107421875,1826.550048828125,4212.60986328125,3635.919921875,1815.969970703125,4190.39013671875,3618.06005859375,1820.1199951171875,4196.85009765625,3626.139892578125,3326380000,2035890000,2035890000
2014-02-13,1829.8299560546875,4240.669921875,3659.56005859375,1829.8299560546875,4240.669921875,3659.56005859375,1830.25,4240.669921875,3659.56005859375,1809.219970703125,4170.47021484375,3600.860107421875,1814.8199462890625,4171.580078125,3601.75,3289510000,2249990000,2249990000
2014-02-14,1838.6300048828125,4244.02001953125,3663.8798828125,1838.6300048828125,4244.02001953125,3663.8798828125,1841.6500244140625,4250.91015625,3671.0400390625,1825.5899658203125,4225.75,3643.7900390625,1828.4599609375,4237.0,3652.8798828125,3114750000,1881510000,1881510000
2014-02-18,1840.760009765625,4272.77978515625,3679.429931640625,1840.760009765625,4272.77978515625,3679.429931640625,1842.8699951171875,4277.330078125,3685.179931640625,1835.010009765625,4243.56005859375,3658.639892578125,1839.030029296875,4253.7099609375,3668.989990234375,3421110000,1886210000,1886210000
2014-02-19,1828.75,4237.9501953125,3652.85009765625,1828.75,4237.9501953125,3652.85009765625,1847.5,4274.2900390625,3679.68994140625,1826.989990234375,4232.3798828125,3646.1298828125,1838.9000244140625,4260.740234375,3668.719970703125,3661570000,1956720000,1956720000
2014-02-20,1839.780029296875,4267.5498046875,3671.929931640625,1839.780029296875,4267.5498046875,3671.929931640625,1842.7900390625,4272.33984375,3676.889892578125,1824.5799560546875,4226.75,3640.6298828125,1829.239990234375,4241.4599609375,3654.85009765625,3404980000,1992780000,1992780000
2014-02-21,1836.25,4263.41015625,3662.60009765625,1836.25,4263.41015625,3662.60009765625,1846.1300048828125,4284.85009765625,3687.159912109375,1835.5999755859375,4261.6298828125,3661.4599609375,1841.0699462890625,4282.169921875,3683.419921875,3403880000,2138250000,2138250000
2014-02-24,1847.6099853515625,4292.97021484375,3685.81005859375,1847.6099853515625,4292.97021484375,3685.81005859375,1858.7099609375,4311.1298828125,3701.27001953125,1836.780029296875,4272.10986328125,3668.340087890625,1836.780029296875,4273.31982421875,3670.070068359375,4014530000,2161300000,2161300000
2014-02-25,1845.1199951171875,4287.58984375,3679.139892578125,1845.1199951171875,4287.58984375,3679.139892578125,1852.9100341796875,4307.509765625,3697.60009765625,1840.18994140625,4275.7998046875,3669.530029296875,1847.6600341796875,4298.47998046875,3689.679931640625,3515560000,2137150000,2137150000
2014-02-26,1845.1600341796875,4292.06005859375,3676.60009765625,1845.1600341796875,4292.06005859375,3676.60009765625,1852.6500244140625,4316.81982421875,3702.090087890625,1840.6600341796875,4278.5400390625,3663.75,1845.7900390625,4300.4501953125,3691.840087890625,3716730000,2108270000,2108270000
2014-02-27,1854.2900390625,4318.93017578125,3699.800048828125,1854.2900390625,4318.93017578125,3699.800048828125,1854.530029296875,4322.4599609375,3704.64990234375,1841.1300048828125,4284.77978515625,3672.639892578125,1844.9000244140625,4291.47021484375,3678.31005859375,3547460000,2049160000,2049160000
2014-02-28,1859.449951171875,4308.1201171875,3696.10009765625,1859.449951171875,4308.1201171875,3696.10009765625,1867.9200439453125,4342.58984375,3722.3798828125,1847.6700439453125,4275.60986328125,3664.830078125,1855.1199951171875,4323.52001953125,3703.47998046875,3917450000,2617730000,2617730000
2014-03-03,1845.72998046875,4277.2998046875,3668.3701171875,1845.72998046875,4277.2998046875,3668.3701171875,1857.6800537109375,4284.14990234375,3678.3798828125,1834.43994140625,4239.64990234375,3637.669921875,1857.6800537109375,4261.419921875,3657.320068359375,3428220000,2077500000,2077500000
2014-03-04,1873.9100341796875,4351.97021484375,3719.929931640625,1873.9100341796875,4351.97021484375,3719.929931640625,1876.22998046875,4357.2099609375,3723.0,1849.22998046875,4327.5400390625,3706.820068359375,1849.22998046875,4327.85009765625,3710.18994140625,3765770000,2477850000,2477850000
2014-03-05,1873.81005859375,4357.97021484375,3727.18994140625,1873.81005859375,4357.97021484375,3727.18994140625,1876.530029296875,4362.5,3732.97998046875,1871.1099853515625,4344.14990234375,3715.3798828125,1874.050048828125,4352.759765625,3721.530029296875,3392990000,2215980000,2215980000
2014-03-06,1877.030029296875,4352.1298828125,3720.929931640625,1877.030029296875,4352.1298828125,3720.929931640625,1881.93994140625,4371.7099609375,3738.320068359375,1874.1800537109375,4341.0,3709.409912109375,1874.1800537109375,4368.81005859375,3735.85009765625,3360450000,2136260000,2136260000
2014-03-07,1878.0400390625,4336.22021484375,3703.39990234375,1878.0400390625,4336.22021484375,3703.39990234375,1883.5699462890625,4371.39013671875,3737.360107421875,1870.56005859375,4319.14990234375,3686.93994140625,1878.52001953125,4370.97998046875,3736.929931640625,3564740000,2175560000,2175560000
2014-03-10,1877.1700439453125,4334.4501953125,3706.340087890625,1877.1700439453125,4334.4501953125,3706.340087890625,1877.8699951171875,4339.93017578125,3709.780029296875,1867.0400390625,4307.83984375,3683.969970703125,1877.8599853515625,4332.6201171875,3702.139892578125,3021350000,2111610000,2111610000
2014-03-11,1867.6300048828125,4307.18994140625,3691.5,1867.6300048828125,4307.18994140625,3691.5,1882.3499755859375,4354.43017578125,3725.7099609375,1863.8800048828125,4295.47021484375,3681.3701171875,1878.260009765625,4342.93017578125,3715.889892578125,3392400000,2477780000,2477780000
2014-03-12,1868.199951171875,4323.330078125,3707.06005859375,1868.199951171875,4323.330078125,3707.06005859375,1868.3800048828125,4323.330078125,3707.199951171875,1854.3800048828125,4270.22021484375,3661.8701171875,1866.1500244140625,4288.60009765625,3678.360107421875,3270860000,2131880000,2131880000
2014-03-13,1846.3399658203125,4260.419921875,3651.489990234375,1846.3399658203125,4260.419921875,3651.489990234375,1874.4000244140625,4339.89990234375,3720.6201171875,1841.8599853515625,4242.9501953125,3636.7900390625,1869.06005859375,4338.259765625,3719.360107421875,3670990000,2383600000,2383600000
2014-03-14,1841.1300048828125,4245.39990234375,3627.8701171875,1841.1300048828125,4245.39990234375,3627.8701171875,1852.43994140625,4272.33984375,3656.93994140625,1839.5699462890625,4241.93994140625,3626.860107421875,1845.0699462890625,4250.4501953125,3643.2099609375,3285460000,2196890000,2196890000
2014-03-17,1858.8299560546875,4279.9501953125,3662.510009765625,1858.8299560546875,4279.9501953125,3662.510009765625,1862.300048828125,4301.27978515625,3678.320068359375,1842.81005859375,4273.009765625,3651.139892578125,1842.81005859375,4274.22021484375,3653.18994140625,2860490000,1810410000,1810410000
2014-03-18,1872.25,4333.31005859375,3706.6201171875,1872.25,4333.31005859375,3706.6201171875,1873.760009765625,4334.66015625,3708.260009765625,1858.9200439453125,4284.10986328125,3664.7900390625,1858.9200439453125,4286.22021484375,3667.39990234375,2930190000,1962890000,1962890000
2014-03-19,1860.77001953125,4307.60009765625,3682.739990234375,1860.77001953125,4307.60009765625,3682.739990234375,1874.1400146484375,4334.2998046875,3709.010009765625,1850.3499755859375,4283.5400390625,3661.06005859375,1872.25,4331.4599609375,3705.510009765625,3289210000,1992750000,1992750000
2014-03-20,1872.010009765625,4319.2900390625,3693.969970703125,1872.010009765625,4319.2900390625,3693.969970703125,1873.489990234375,4329.60986328125,3705.31005859375,1854.6300048828125,4287.41015625,3665.830078125,1860.0899658203125,4297.990234375,3675.6201171875,3327540000,1847270000,1847270000
2014-03-21,1866.52001953125,4276.7900390625,3653.070068359375,1866.52001953125,4276.7900390625,3653.070068359375,1883.969970703125,4344.39013671875,3717.360107421875,1863.4599609375,4268.33984375,3643.35009765625,1874.530029296875,4339.89990234375,3711.469970703125,5270710000,3245740000,3245740000
2014-03-24,1857.43994140625,4226.39013671875,3617.389892578125,1857.43994140625,4226.39013671875,3617.389892578125,1873.3399658203125,4289.490234375,3665.580078125,1849.68994140625,4190.60986328125,3585.14990234375,1867.6700439453125,4289.490234375,3665.3798828125,3409000000,2434650000,2434650000
2014-03-25,1865.6199951171875,4234.27001953125,3629.72998046875,1865.6199951171875,4234.27001953125,3629.72998046875,1871.8699951171875,4274.31982421875,3659.590087890625,1855.9599609375,4203.64013671875,3600.64990234375,1859.47998046875,4252.64990234375,3640.260009765625,3200560000,2270760000,2270760000
2014-03-26,1852.56005859375,4173.580078125,3582.889892578125,1852.56005859375,4173.580078125,3582.889892578125,1875.9200439453125,4263.06982421875,3654.68994140625,1852.56005859375,4173.580078125,3582.840087890625,1867.0899658203125,4254.97998046875,3645.72998046875,3480850000,2455460000,2455460000
2014-03-27,1849.0400390625,4151.22998046875,3563.1298828125,1849.0400390625,4151.22998046875,3563.1298828125,1855.550048828125,4186.1298828125,3594.080078125,1842.1099853515625,4131.81005859375,3543.070068359375,1852.1099853515625,4169.35009765625,3578.5400390625,3733430000,2270650000,2270650000
2014-03-28,1857.6199951171875,4155.759765625,3571.489990234375,1857.6199951171875,4155.759765625,3571.489990234375,1866.6300048828125,4203.490234375,3609.080078125,1850.0699462890625,4144.68994140625,3560.580078125,1850.0699462890625,4163.18017578125,3576.179931640625,2955520000,2029840000,2029840000
2014-03-31,1872.3399658203125,4198.990234375,3595.739990234375,1872.3399658203125,4198.990234375,3595.739990234375,1875.1800537109375,4212.97021484375,3618.419921875,1859.1600341796875,4180.5400390625,3593.699951171875,1859.1600341796875,4185.6298828125,3598.080078125,3274300000,2090850000,2090850000
2014-04-01,1885.52001953125,4268.0400390625,3658.39990234375,1885.52001953125,4268.0400390625,3658.39990234375,1885.8399658203125,4268.2001953125,3659.159912109375,1873.9599609375,4218.77001953125,3614.159912109375,1873.9599609375,4219.8701171875,3615.909912109375,3336190000,2153130000,2153130000
2014-04-02,1890.9000244140625,4276.4599609375,3665.989990234375,1890.9000244140625,4276.4599609375,3665.989990234375,1893.1700439453125,4286.08984375,3676.360107421875,1883.7900390625,4258.85986328125,3649.7900390625,1886.6099853515625,4281.60986328125,3670.330078125,3131660000,2187100000,2187100000
2014-04-03,1888.77001953125,4237.740234375,3637.580078125,1888.77001953125,4237.740234375,3637.580078125,1893.800048828125,4284.68994140625,3675.699951171875,1882.6500244140625,4216.56982421875,3617.409912109375,1891.4300537109375,4282.18017578125,3670.429931640625,3055600000,2067370000,2067370000
2014-04-04,1865.0899658203125,4127.72998046875,3539.3798828125,1865.0899658203125,4127.72998046875,3539.3798828125,1897.280029296875,4267.06005859375,3663.780029296875,1863.260009765625,4118.7099609375,3532.280029296875,1890.25,4263.93994140625,3659.919921875,3583750000,2621270000,2621270000
2014-04-07,1845.0400390625,4079.75,3507.75,1845.0400390625,4079.75,3507.75,1864.0400390625,4133.68017578125,3551.2099609375,1841.47998046875,4052.139892578125,3482.75,1863.9200439453125,4110.919921875,3522.2099609375,3801540000,2554680000,2554680000
2014-04-08,1851.9599609375,4112.990234375,3538.22998046875,1851.9599609375,4112.990234375,3538.22998046875,1854.949951171875,4120.240234375,3543.97998046875,1837.489990234375,4066.110107421875,3499.0,1845.47998046875,4085.179931640625,3511.820068359375,3721450000,2198900000,2198900000
2014-04-09,1872.1800537109375,4183.89990234375,3600.43994140625,1872.1800537109375,4183.89990234375,3600.43994140625,1872.4300537109375,4185.18994140625,3602.35009765625,1852.3800048828125,4121.169921875,3544.090087890625,1852.6400146484375,4129.6298828125,3552.070068359375,3308650000,1957560000,1957560000
2014-04-10,1833.0799560546875,4054.110107421875,3487.760009765625,1833.0799560546875,4054.110107421875,3487.760009765625,1872.530029296875,4182.60986328125,3599.639892578125,1830.8699951171875,4042.760009765625,3479.14990234375,1872.280029296875,4181.2099609375,3597.580078125,3758780000,2421210000,2421210000
2014-04-11,1815.68994140625,3999.72998046875,3446.85009765625,1815.68994140625,3999.72998046875,3446.85009765625,1835.0699462890625,4067.219970703125,3502.330078125,1814.3599853515625,3991.639892578125,3440.550048828125,1830.6500244140625,4015.070068359375,3453.239990234375,3743460000,2264480000,2264480000
2014-04-14,1830.6099853515625,4022.68994140625,3474.6298828125,1830.6099853515625,4022.68994140625,3474.6298828125,1834.18994140625,4050.7900390625,3493.169921875,1815.800048828125,3986.5,3443.260009765625,1818.1800537109375,4038.06005859375,3479.659912109375,3111540000,1890480000,1890480000
2014-04-15,1842.97998046875,4034.159912109375,3487.85009765625,1842.97998046875,4034.159912109375,3487.85009765625,1844.02001953125,4054.800048828125,3505.669921875,1816.2900390625,3946.030029296875,3414.110107421875,1831.449951171875,4032.6298828125,3484.2900390625,3736440000,2413110000,2413110000
2014-04-16,1862.31005859375,4086.22998046875,3533.090087890625,1862.31005859375,4086.22998046875,3533.090087890625,1862.31005859375,4086.280029296875,3533.090087890625,1846.010009765625,4038.81005859375,3489.2900390625,1846.010009765625,4066.820068359375,3517.5,3155080000,1863110000,1863110000
2014-04-17,1864.8499755859375,4095.52001953125,3534.530029296875,1864.8499755859375,4095.52001953125,3534.530029296875,1869.6300048828125,4110.4599609375,3551.02001953125,1856.719970703125,4064.699951171875,3511.27001953125,1861.72998046875,4080.300048828125,3526.570068359375,3341430000,1954720000,1954720000
2014-04-21,1871.8900146484375,4121.5498046875,3559.949951171875,1871.8900146484375,4121.5498046875,3559.949951171875,1871.8900146484375,4121.5498046875,3559.949951171875,1863.1800537109375,4081.909912109375,3525.590087890625,1865.7900390625,4105.3701171875,3543.64990234375,2642500000,1544440000,1544440000
2014-04-22,1879.550048828125,4161.4599609375,3588.81005859375,1879.550048828125,4161.4599609375,3588.81005859375,1884.8900146484375,4170.72021484375,3596.919921875,1872.5699462890625,4131.60986328125,3566.8701171875,1872.5699462890625,4132.06005859375,3570.510009765625,3215440000,1875930000,1875930000
2014-04-23,1875.3900146484375,4126.97021484375,3557.0400390625,1875.3900146484375,4126.97021484375,3557.0400390625,1879.75,4161.43994140625,3588.050048828125,1873.9100341796875,4125.41015625,3555.18994140625,1879.3199462890625,4160.89990234375,3587.64990234375,3085720000,1794760000,1794760000
2014-04-24,1878.6099853515625,4148.33984375,3591.030029296875,1878.6099853515625,4148.33984375,3591.030029296875,1884.06005859375,4177.16015625,3613.199951171875,1870.239990234375,4107.52001953125,3552.929931640625,1881.969970703125,4174.60986328125,3609.830078125,3191830000,2130870000,2130870000
2014-04-25,1863.4000244140625,4075.56005859375,3533.10009765625,1863.4000244140625,4075.56005859375,3533.10009765625,1877.719970703125,4126.97998046875,3573.949951171875,1859.699951171875,4068.10009765625,3525.60009765625,1877.719970703125,4125.16015625,3569.919921875,3213020000,2087140000,2087140000
2014-04-28,1869.4300537109375,4074.39990234375,3545.030029296875,1869.4300537109375,4074.39990234375,3545.030029296875,1877.010009765625,4111.58984375,3570.110107421875,1850.6099853515625,4014.169921875,3489.60009765625,1865.0,4091.81005859375,3546.9599609375,4034680000,2348320000,2348320000
2014-04-29,1878.3299560546875,4103.5400390625,3573.989990234375,1878.3299560546875,4103.5400390625,3573.989990234375,1880.5999755859375,4111.4501953125,3579.030029296875,1870.780029296875,4070.25,3538.239990234375,1870.780029296875,4089.510009765625,3557.77001953125,3647820000,1911240000,1911240000
2014-04-30,1883.949951171875,4114.56005859375,3582.02001953125,1883.949951171875,4114.56005859375,3582.02001953125,1885.199951171875,4116.14013671875,3585.5,1872.68994140625,4070.6298828125,3548.110107421875,1877.0999755859375,4085.18994140625,3556.0,3779230000,2151400000,2151400000
2014-05-01,1883.6800537109375,4127.4501953125,3594.360107421875,1883.6800537109375,4127.4501953125,3594.360107421875,1888.5899658203125,4149.56005859375,3613.030029296875,1878.0400390625,4105.60986328125,3580.02001953125,1884.3900146484375,4121.25,3589.659912109375,3416740000,2077040000,2077040000
2014-05-02,1881.1400146484375,4123.89990234375,3587.639892578125,1881.1400146484375,4123.89990234375,3587.639892578125,1891.3299560546875,4145.06005859375,3611.56005859375,1878.5,4115.89013671875,3578.530029296875,1885.300048828125,4138.6298828125,3608.840087890625,3159560000,1844790000,1844790000
2014-05-05,1884.6600341796875,4138.06005859375,3605.090087890625,1884.6600341796875,4138.06005859375,3605.090087890625,1885.510009765625,4138.33984375,3605.260009765625,1866.77001953125,4086.35009765625,3556.39990234375,1879.449951171875,4099.25,3566.260009765625,2733730000,1561170000,1561170000
2014-05-06,1867.719970703125,4080.760009765625,3556.510009765625,1867.719970703125,4080.760009765625,3556.510009765625,1883.68994140625,4132.4599609375,3599.64990234375,1867.719970703125,4080.760009765625,3556.10009765625,1883.68994140625,4128.22021484375,3598.27001953125,3327260000,1850610000,1850610000
2014-05-07,1878.2099609375,4067.669921875,3546.469970703125,1878.2099609375,4067.669921875,3546.469970703125,1878.8299560546875,4091.030029296875,3567.550048828125,1859.7900390625,4021.050048828125,3506.35009765625,1868.530029296875,4085.489990234375,3561.469970703125,3632950000,2486030000,2486030000
2014-05-08,1875.6300048828125,4051.5,3540.419921875,1875.6300048828125,4051.5,3540.419921875,1889.0699462890625,4109.2001953125,3583.639892578125,1870.050048828125,4039.909912109375,3524.85009765625,1877.3900146484375,4053.280029296875,3533.389892578125,3393420000,2411940000,2411940000
2014-05-09,1878.47998046875,4071.8701171875,3555.699951171875,1878.47998046875,4071.8701171875,3555.699951171875,1878.5699462890625,4071.8701171875,3556.35009765625,1867.02001953125,4025.239990234375,3516.239990234375,1875.27001953125,4043.43994140625,3537.679931640625,3025020000,1976160000,1976160000
2014-05-12,1896.6500244140625,4143.85986328125,3612.72998046875,1896.6500244140625,4143.85986328125,3612.72998046875,1897.1300048828125,4146.5400390625,3613.3701171875,1880.030029296875,4092.090087890625,3572.68994140625,1880.030029296875,4092.840087890625,3574.239990234375,3005740000,1880020000,1880020000
2014-05-13,1897.449951171875,4130.169921875,3611.1298828125,1897.449951171875,4130.169921875,3611.1298828125,1902.1700439453125,4155.1298828125,3625.77001953125,1896.06005859375,4128.009765625,3605.780029296875,1896.75,4144.89990234375,3614.909912109375,2915680000,1923480000,1923480000
2014-05-14,1888.530029296875,4100.6298828125,3593.25,1888.530029296875,4100.6298828125,3593.25,1897.1300048828125,4132.330078125,3614.6298828125,1885.77001953125,4093.830078125,3585.679931640625,1897.1300048828125,4122.080078125,3603.580078125,2822060000,1764430000,1764430000
2014-05-15,1870.8499755859375,4069.2900390625,3565.169921875,1870.8499755859375,4069.2900390625,3565.169921875,1888.1600341796875,4098.25,3598.340087890625,1862.3599853515625,4035.9599609375,3542.6298828125,1888.1600341796875,4096.52978515625,3594.590087890625,3552640000,2083030000,2083030000
2014-05-16,1877.8599853515625,4090.590087890625,3587.199951171875,1877.8599853515625,4090.590087890625,3587.199951171875,1878.280029296875,4091.159912109375,3590.409912109375,1864.8199462890625,4044.27001953125,3545.6298828125,1871.18994140625,4070.35009765625,3568.199951171875,3173650000,1741070000,1741070000
2014-05-19,1885.0799560546875,4125.81005859375,3615.6201171875,1885.0799560546875,4125.81005859375,3615.6201171875,1886.0,4128.47021484375,3618.9599609375,1872.4200439453125,4075.699951171875,3572.280029296875,1876.6600341796875,4080.330078125,3577.85009765625,2664250000,1601400000,1601400000
2014-05-20,1872.8299560546875,4096.89013671875,3600.31005859375,1872.8299560546875,4096.89013671875,3600.31005859375,1884.8800048828125,4124.85986328125,3624.60009765625,1868.1400146484375,4080.610107421875,3585.8798828125,1884.8800048828125,4121.10986328125,3612.860107421875,3007700000,1797910000,1797910000
