contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
AAPL250221P00155000,2025-02-14 16:45:14+00:00,155.0,0.01,0.0,0.01,0.0,0.0,9.0,3262.0,1.21875390625,False,REGULAR,USD,2025-02-21
AAPL250221P00160000,2025-02-14 16:44:51+00:00,160.0,0.01,0.0,0.01,0.0,0.0,50.0,2238.0,1.125004375,False,REGULAR,USD,2025-02-21
AAPL250221P00165000,2025-02-14 19:53:46+00:00,165.0,0.01,0.0,0.01,0.0,0.0,23.0,2450.0,1.0625046875000002,False,REGULAR,USD,2025-02-21
AAPL250221P00170000,2025-02-14 16:35:18+00:00,170.0,0.01,0.0,0.01,0.0,0.0,7.0,4183.0,0.9687503125,False,REGULAR,USD,2025-02-21
AAPL250221P00175000,2025-02-14 15:35:02+00:00,175.0,0.01,0.0,0.01,0.0,0.0,18.0,3897.0,0.9062509375,False,REGULAR,USD,2025-02-21
AAPL250221P00180000,2025-02-14 18:36:46+00:00,180.0,0.01,0.0,0.02,0.0,0.0,205.0,14006.0,0.8906260937499999,False,REGULAR,USD,2025-02-21
AAPL250221P00185000,2025-02-14 20:46:00+00:00,185.0,0.01,0.0,0.02,0.0,0.0,1458.0,1494.0,0.8125018749999999,False,REGULAR,USD,2025-02-21
AAPL250221P00190000,2025-02-14 20:38:36+00:00,190.0,0.01,0.01,0.02,-0.01,-50.0,46.0,5425.0,0.773439765625,False,REGULAR,USD,2025-02-21
AAPL250221P00195000,2025-02-14 20:41:33+00:00,195.0,0.02,0.01,0.03,0.0,0.0,222.0,7065.0,0.7187528125,False,REGULAR,USD,2025-02-21
AAPL250221P00200000,2025-02-14 20:50:32+00:00,200.0,0.02,0.02,0.03,-0.01,-33.333336,223.0,12106.0,0.6640658593750002,False,REGULAR,USD,2025-02-21
AAPL250221P00202500,2025-02-17 05:09:15+00:00,202.5,0.03,,,0.0,0.0,,,0.0,False,REGULAR,USD,2025-02-21
AAPL250221P00205000,2025-02-14 20:53:32+00:00,205.0,0.03,0.03,0.04,-0.01,-25.0,246.0,14664.0,0.6093789062500001,False,REGULAR,USD,2025-02-21
AAPL250221P00207500,2025-02-14 20:44:59+00:00,207.5,0.03,0.02,0.04,-0.01,-25.0,304.0,2023.0,0.5625043750000001,False,REGULAR,USD,2025-02-21
AAPL250221P00210000,2025-02-14 20:58:23+00:00,210.0,0.04,0.03,0.04,-0.010000002,-20.000002,822.0,27428.0,0.5351608984375,False,REGULAR,USD,2025-02-21
AAPL250221P00212500,2025-02-14 20:55:06+00:00,212.5,0.04,0.03,0.05,-0.02,-33.333336,262.0,2029.0,0.507817421875,False,REGULAR,USD,2025-02-21
