contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
AAPL250228C00245000,2025-02-21 20:59:33+00:00,245.0,3.45,3.4,3.5,-0.049999952,-1.42857,16227.0,15697,0.23743438354492186,True,REGULAR,USD,2025-02-28
AAPL250228C00247500,2025-02-21 20:59:47+00:00,247.5,2.12,2.11,2.14,-0.11000013,-4.9327416,26563.0,6278,0.22144333251953124,False,REGULAR,USD,2025-02-28
AAPL250228C00250000,2025-02-21 20:59:47+00:00,250.0,1.2,1.18,1.21,-0.07999992,-6.2499943,62051.0,14524,0.21253228881835937,False,REGULAR,USD,2025-02-28
AAPL250228C00252500,2025-02-21 20:59:47+00:00,252.5,0.6,0.61,0.63,-0.089999974,-13.043475,18834.0,19690,0.20752745605468748,False,REGULAR,USD,2025-02-28
AAPL250228C00255000,2025-02-21 20:59:47+00:00,255.0,0.32,0.3,0.33,-0.050000012,-13.513515,20537.0,32951,0.20948056152343747,False,REGULAR,USD,2025-02-28
AAPL250228C00257500,2025-02-21 20:59:23+00:00,257.5,0.16,0.16,0.18,-0.049999997,-23.809523,8155.0,2569,0.21631643066406248,False,REGULAR,USD,2025-02-28
AAPL250228C00260000,2025-02-21 20:59:28+00:00,260.0,0.1,0.09,0.11,-0.019999996,-16.666664,8601.0,13834,0.22754678710937498,False,REGULAR,USD,2025-02-28
AAPL250228C00265000,2025-02-21 20:58:36+00:00,265.0,0.04,0.04,0.05,-0.010000002,-20.000004,533.0,3789,0.25586681640625003,False,REGULAR,USD,2025-02-28
AAPL250228C00270000,2025-02-21 20:57:31+00:00,270.0,0.03,0.02,0.03,-0.01,-25.0,770.0,5040,0.2890696093749999,False,REGULAR,USD,2025-02-28
AAPL250228C00275000,2025-02-21 20:59:01+00:00,275.0,0.02,0.0,0.02,0.01,100.0,207.0,710,0.32031929687499994,False,REGULAR,USD,2025-02-28
AAPL250228C00280000,2025-02-21 20:50:31+00:00,280.0,0.01,0.01,0.02,0.0,0.0,455.0,776,0.367193828125,False,REGULAR,USD,2025-02-28
AAPL250228C00285000,2025-02-21 20:31:36+00:00,285.0,0.01,0.0,0.01,0.0,0.0,408.0,162,0.38281867187499996,False,REGULAR,USD,2025-02-28
AAPL250228C00290000,2025-02-19 17:45:38+00:00,290.0,0.02,0.0,0.01,0.0,0.0,31.0,979,0.42188078125,False,REGULAR,USD,2025-02-28
AAPL250228C00295000,2025-02-18 15:12:24+00:00,295.0,0.01,0.0,0.01,0.0,0.0,242.0,400,0.46094289062500005,False,REGULAR,USD,2025-02-28
AAPL250228C00300000,2025-02-19 14:32:45+00:00,300.0,0.01,0.0,0.01,0.0,0.0,5.0,500,0.500005,False,REGULAR,USD,2025-02-28
AAPL250228C00305000,2025-02-14 20:11:07+00:00,305.0,0.01,0.0,0.01,0.0,0.0,43.0,82,0.500005,False,REGULAR,USD,2025-02-28
AAPL250228C00310000,2025-02-18 14:35:34+00:00,310.0,0.02,0.0,0.01,0.0,0.0,3.0,134,0.5312546875,False,REGULAR,USD,2025-02-28
AAPL250228C00315000,2025-02-13 17:10:27+00:00,315.0,0.01,0.0,0.01,0.0,0.0,1.0,111,0.5625043750000001,False,REGULAR,USD,2025-02-28
AAPL250228C00320000,2025-02-04 15:44:17+00:00,320.0,0.01,0.0,0.01,-0.01,-50.0,1.0,22,0.6093789062500001,False,REGULAR,USD,2025-02-28
AAPL250228C00325000,2025-02-07 20:20:17+00:00,325.0,0.01,0.0,0.01,0.0,0.0,308.0,318,0.64062859375,False,REGULAR,USD,2025-02-28
AAPL250228C00330000,2025-02-21 19:43:07+00:00,330.0,0.01,0.0,0.01,0.0,0.0,48.0,75,0.6718782812500002,False,REGULAR,USD,2025-02-28
AAPL250307C00120000,2025-02-18 15:19:18+00:00,120.0,124.0,123.85,127.1,0.0,0.0,,2,2.227543493652343,True,REGULAR,USD,2025-03-07
AAPL250307C00130000,2025-02-20 15:31:35+00:00,130.0,115.0,114.7,117.15,0.0,0.0,1.0,3,1.5644553027343748,True,REGULAR,USD,2025-03-07
AAPL250307C00140000,2025-02-18 14:54:58+00:00,140.0,104.5,104.7,106.95,0.0,0.0,16.0,12,1.3369173779296872,True,REGULAR,USD,2025-03-07
AAPL250307C00145000,2025-02-07 16:55:25+00:00,145.0,84.24,99.6,101.9,0.0,0.0,3.0,1,1.2070352148437498,True,REGULAR,USD,2025-03-07
AAPL250307C00150000,2025-02-18 16:49:28+00:00,150.0,95.1,93.9,96.9,0.0,0.0,1.0,20,1.569826369628906,True,REGULAR,USD,2025-03-07
AAPL250307C00155000,2025-02-11 14:59:50+00:00,155.0,75.75,89.65,91.9,0.0,0.0,3.0,3,1.0859420703125,True,REGULAR,USD,2025-03-07
AAPL250307C00165000,2025-02-13 16:48:21+00:00,165.0,75.92,79.7,81.9,0.0,0.0,1.0,5,0.9687503125,True,REGULAR,USD,2025-03-07
AAPL250307C00170000,2025-02-14 20:02:48+00:00,170.0,74.05,74.75,76.95,0.0,0.0,2.0,9,0.929688203125,True,REGULAR,USD,2025-03-07
AAPL250307C00175000,2025-02-19 15:34:36+00:00,175.0,69.06,69.7,71.95,0.0,0.0,19.0,282,0.8535170898437501,True,REGULAR,USD,2025-03-07
AAPL250307C00180000,2025-02-14 20:42:21+00:00,180.0,64.67,64.85,67.05,0.0,0.0,1.0,73,0.84179845703125,True,REGULAR,USD,2025-03-07
AAPL250307C00185000,2025-02-18 16:51:30+00:00,185.0,60.43,59.75,62.0,0.0,0.0,19.0,88,0.7509790527343749,True,REGULAR,USD,2025-03-07
AAPL250307C00190000,2025-02-20 17:20:54+00:00,190.0,58.36,54.85,56.95,1.6599998,2.9276893,1.0,178,0.6992217578125001,True,REGULAR,USD,2025-03-07
AAPL250307C00195000,2025-02-21 15:58:22+00:00,195.0,50.91,49.85,51.8,1.2400017,2.4964802,2.0,202,0.6123085644531252,True,REGULAR,USD,2025-03-07
AAPL250307C00200000,2025-02-20 20:54:02+00:00,200.0,48.2,44.95,47.0,1.7800026,3.8345597,26.0,200,0.6001016552734376,True,REGULAR,USD,2025-03-07
AAPL250307C00205000,2025-02-21 19:01:19+00:00,205.0,43.05,39.9,42.15,2.1499977,5.256718,7.0,131,0.5512740185546876,True,REGULAR,USD,2025-03-07
AAPL250307C00210000,2025-02-21 17:35:58+00:00,210.0,38.09,35.05,37.15,2.3899994,6.694676,5.0,141,0.50586431640625,True,REGULAR,USD,2025-03-07
AAPL250307C00215000,2025-02-21 16:54:00+00:00,215.0,32.4,30.5,31.8,1.0700016,3.415262,12.0,274,0.5444381494140625,True,REGULAR,USD,2025-03-07
AAPL250307C00220000,2025-02-21 18:14:34+00:00,220.0,27.95,25.35,27.3,1.1500015,4.2910504,21.0,262,0.5256395092773438,True,REGULAR,USD,2025-03-07
AAPL250307C00225000,2025-02-21 19:56:25+00:00,225.0,22.04,21.25,21.8,0.84000015,3.9622645,262.0,552,0.40259386474609377,True,REGULAR,USD,2025-03-07
AAPL250307C00230000,2025-02-21 20:58:56+00:00,230.0,16.85,16.65,16.9,-0.020000458,-0.11855635,425.0,1926,0.33887379882812496,True,REGULAR,USD,2025-03-07
AAPL250307C00235000,2025-02-21 20:13:36+00:00,235.0,12.45,11.8,12.35,0.09999943,0.80971193,203.0,2490,0.2957834094238281,True,REGULAR,USD,2025-03-07
AAPL250307C00240000,2025-02-21 20:57:33+00:00,240.0,8.1,7.0,8.3,-0.09999943,-1.2195053,5359.0,4822,0.2661206201171875,True,REGULAR,USD,2025-03-07
AAPL250307C00245000,2025-02-21 20:59:08+00:00,245.0,4.9,4.7,4.9,0.11000013,2.2964537,1661.0,4149,0.24109645629882812,True,REGULAR,USD,2025-03-07
AAPL250307C00250000,2025-02-21 20:59:59+00:00,250.0,2.41,2.3,2.42,0.06000018,2.5531993,8559.0,8393,0.2211991943359375,False,REGULAR,USD,2025-03-07
AAPL250307C00255000,2025-02-21 20:59:43+00:00,255.0,0.96,0.92,1.02,-0.050000012,-4.950496,5740.0,3418,0.21155573608398434,False,REGULAR,USD,2025-03-07
AAPL250307C00260000,2025-02-21 20:59:55+00:00,260.0,0.38,0.37,0.39,-0.03999999,-9.523808,4005.0,4518,0.20996883789062498,False,REGULAR,USD,2025-03-07
AAPL250307C00265000,2025-02-21 20:59:21+00:00,265.0,0.16,0.15,0.17,-0.02000001,-11.111116,1438.0,2697,0.22022264160156246,False,REGULAR,USD,2025-03-07
AAPL250307C00270000,2025-02-21 20:36:54+00:00,270.0,0.08,0.07,0.09,-0.010000005,-11.111116,1056.0,1105,0.23731231445312498,False,REGULAR,USD,2025-03-07
AAPL250307C00275000,2025-02-21 20:41:31+00:00,275.0,0.05,0.05,0.06,-0.009999998,-16.666664,39.0,567,0.25977302734375,False,REGULAR,USD,2025-03-07
AAPL250307C00280000,2025-02-21 19:56:04+00:00,280.0,0.04,0.02,0.05,0.0,0.0,16.0,458,0.2880930566406249,False,REGULAR,USD,2025-03-07
AAPL250307C00285000,2025-02-21 16:25:10+00:00,285.0,0.03,0.02,0.14,0.0,0.0,21.0,137,0.370123486328125,False,REGULAR,USD,2025-03-07
AAPL250307C00290000,2025-02-21 15:48:12+00:00,290.0,0.02,0.01,0.14,-0.01,-33.333336,1.0,185,0.4062559375,False,REGULAR,USD,2025-03-07
AAPL250307C00295000,2025-02-21 15:04:58+00:00,295.0,0.01,0.01,0.14,-0.01,-50.0,1.0,152,0.44043528320312497,False,REGULAR,USD,2025-03-07
AAPL250307C00300000,2025-02-20 14:30:05+00:00,300.0,0.02,0.0,0.04,0.0,0.0,1.0,612,0.4062559375,False,REGULAR,USD,2025-03-07
AAPL250307C00305000,2025-02-20 15:35:16+00:00,305.0,0.01,0.0,0.01,0.0,0.0,1.0,527,0.37500625,False,REGULAR,USD,2025-03-07
AAPL250307C00310000,2025-02-21 14:34:39+00:00,310.0,0.01,0.0,0.13,0.0,0.0,1.0,44,0.534184345703125,False,REGULAR,USD,2025-03-07
AAPL250307C00315000,2025-02-21 17:55:33+00:00,315.0,0.01,0.0,0.01,-0.07,-87.5,1.0,2,0.42969320312500003,False,REGULAR,USD,2025-03-07
AAPL250307C00320000,2025-01-31 14:39:12+00:00,320.0,0.02,0.0,0.01,0.0,0.0,2.0,4,0.45313046875,False,REGULAR,USD,2025-03-07
AAPL250307C00330000,2025-02-21 17:50:31+00:00,330.0,0.01,0.0,0.01,0.0,0.0,2.0,188,0.500005,False,REGULAR,USD,2025-03-07
AAPL250314C00100000,2025-02-12 15:39:46+00:00,100.0,134.6,144.0,147.15,0.0,0.0,,1,1.2812535937499998,True,REGULAR,USD,2025-03-14
AAPL250314C00120000,2025-02-14 15:06:15+00:00,120.0,125.0,124.8,127.0,0.0,0.0,,3,1.4072295263671877,True,REGULAR,USD,2025-03-14
AAPL250314C00155000,2025-02-20 18:05:58+00:00,155.0,90.9,89.75,92.15,0.0,0.0,1.0,2,0.96679720703125,True,REGULAR,USD,2025-03-14
AAPL250314C00160000,2025-02-13 15:27:31+00:00,160.0,78.51,84.85,87.15,0.0,0.0,,1,0.9257819921875,True,REGULAR,USD,2025-03-14
AAPL250314C00170000,2025-02-10 16:38:31+00:00,170.0,59.86,74.2,77.15,0.0,0.0,,6,0.6699251757812501,True,REGULAR,USD,2025-03-14
AAPL250314C00175000,2025-02-14 15:06:11+00:00,175.0,70.14,69.85,72.15,0.0,0.0,,1,0.75586181640625,True,REGULAR,USD,2025-03-14
AAPL250314C00180000,2025-02-04 20:57:51+00:00,180.0,53.91,65.0,67.2,0.0,0.0,,1,0.727541787109375,True,REGULAR,USD,2025-03-14
AAPL250314C00185000,2025-02-21 20:57:07+00:00,185.0,61.14,60.0,61.75,1.0400009,1.7304507,1.0,5,0.6132851171875001,True,REGULAR,USD,2025-03-14
AAPL250314C00190000,2025-02-21 20:12:58+00:00,190.0,56.5,55.6,57.5,0.45999908,0.8208406,5.0,99,0.7006865869140625,True,REGULAR,USD,2025-03-14
AAPL250314C00195000,2025-02-19 15:57:05+00:00,195.0,52.07,50.05,52.3,2.6500015,5.362205,1.0,4,0.5813030151367188,True,REGULAR,USD,2025-03-14
AAPL250314C00200000,2025-02-21 20:03:57+00:00,200.0,46.7,45.5,47.3,0.6000023,1.3015234,13.0,33,0.5647016186523439,True,REGULAR,USD,2025-03-14
AAPL250314C00205000,2025-02-20 17:43:40+00:00,205.0,41.49,40.15,42.8,0.0,0.0,3.0,54,0.5200243310546875,True,REGULAR,USD,2025-03-14
AAPL250314C00210000,2025-02-21 17:46:51+00:00,210.0,38.97,35.45,37.45,3.8700027,11.025649,1.0,169,0.565556102294922,True,REGULAR,USD,2025-03-14
AAPL250314C00215000,2025-02-21 16:38:25+00:00,215.0,33.0,30.45,32.8,2.1000004,6.796118,4.0,103,0.5316208947753907,True,REGULAR,USD,2025-03-14
AAPL250314C00220000,2025-02-21 20:23:57+00:00,220.0,26.9,26.45,27.0,0.1800003,0.67365384,36.0,407,0.40442490112304685,True,REGULAR,USD,2025-03-14
AAPL250314C00225000,2025-02-21 20:41:56+00:00,225.0,22.0,21.8,22.2,0.12999916,0.5944177,27.0,702,0.35986968261718744,True,REGULAR,USD,2025-03-14
AAPL250314C00230000,2025-02-21 20:47:11+00:00,230.0,17.3,17.3,17.5,0.099998474,0.58138645,94.0,1160,0.31702343139648437,True,REGULAR,USD,2025-03-14
AAPL250314C00235000,2025-02-21 20:44:58+00:00,235.0,12.95,13.0,13.15,-0.15000057,-1.1450424,182.0,886,0.2858958129882812,True,REGULAR,USD,2025-03-14
AAPL250314C00240000,2025-02-21 20:59:43+00:00,240.0,9.05,8.1,9.2,-0.05000019,-0.5494526,652.0,2186,0.25928475097656256,True,REGULAR,USD,2025-03-14
AAPL250314C00245000,2025-02-21 20:59:21+00:00,245.0,5.85,5.75,5.95,0.099999905,1.7391288,1344.0,3100,0.24158473266601563,True,REGULAR,USD,2025-03-14
AAPL250314C00250000,2025-02-21 20:59:21+00:00,250.0,3.25,3.25,3.4,-0.03999996,-1.2158043,1782.0,3332,0.22486126708984372,False,REGULAR,USD,2025-03-14
AAPL250314C00255000,2025-02-21 20:59:01+00:00,255.0,1.63,1.59,1.69,0.00999999,0.61728334,1145.0,2710,0.21192194335937498,False,REGULAR,USD,2025-03-14
AAPL250314C00260000,2025-02-21 20:53:06+00:00,260.0,0.77,0.73,0.77,-0.00999999,-1.2820501,1138.0,2166,0.20655090332031245,False,REGULAR,USD,2025-03-14
AAPL250314C00265000,2025-02-21 20:47:14+00:00,265.0,0.35,0.33,0.36,-0.01000002,-2.7777834,322.0,845,0.2092364233398437,False,REGULAR,USD,2025-03-14
AAPL250314C00270000,2025-02-21 20:50:53+00:00,270.0,0.18,0.16,0.18,-0.019999996,-9.999998,200.0,1395,0.21680470703125,False,REGULAR,USD,2025-03-14
AAPL250314C00275000,2025-02-21 20:56:42+00:00,275.0,0.1,0.09,0.11,-0.04,-28.571426,34.0,232,0.231452998046875,False,REGULAR,USD,2025-03-14
AAPL250314C00280000,2025-02-21 19:47:12+00:00,280.0,0.07,0.05,0.08,-0.009999998,-12.499998,17.0,355,0.2500075,False,REGULAR,USD,2025-03-14
AAPL250314C00285000,2025-02-21 17:51:55+00:00,285.0,0.05,0.02,0.06,0.010000002,25.000006,75.0,46,0.26856200195312496,False,REGULAR,USD,2025-03-14
AAPL250314C00290000,2025-02-21 16:27:45+00:00,290.0,0.04,0.02,0.05,0.0,0.0,88.0,34,0.2890696093749999,False,REGULAR,USD,2025-03-14
AAPL250314C00295000,2025-02-21 16:24:03+00:00,295.0,0.03,0.02,0.03,0.0,0.0,1.0,35,0.29688203124999996,False,REGULAR,USD,2025-03-14
AAPL250314C00300000,2025-02-21 17:44:58+00:00,300.0,0.02,0.01,0.02,-0.01,-33.333336,7.0,68,0.3086006640625,False,REGULAR,USD,2025-03-14
AAPL250314C00305000,2025-02-19 19:06:46+00:00,305.0,0.02,0.0,0.15,0.0,0.0,1.0,178,0.4184628466796875,False,REGULAR,USD,2025-03-14
AAPL250314C00310000,2025-02-20 18:27:10+00:00,310.0,0.01,0.0,0.15,-0.01,-50.0,1.0,108,0.44434149414062496,False,REGULAR,USD,2025-03-14
AAPL250314C00330000,2025-02-13 18:51:34+00:00,330.0,0.01,0.0,0.01,-0.01,-50.0,1.0,502,0.4062559375,False,REGULAR,USD,2025-03-14
AAPL250321C00005000,2025-02-21 18:25:39+00:00,5.0,242.7,239.85,241.4,1.699997,0.70539296,24.0,27,5.546878066406249,True,REGULAR,USD,2025-03-21
AAPL250321C00010000,2025-01-30 16:29:10+00:00,10.0,228.03,233.85,236.7,0.0,0.0,24.0,0,6.703126621093751,True,REGULAR,USD,2025-03-21
AAPL250321C00015000,2024-12-27 17:11:28+00:00,15.0,238.4,219.9,221.25,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-21
AAPL250321C00020000,2025-01-30 16:17:52+00:00,20.0,217.42,223.8,226.75,0.0,0.0,8.0,0,5.064456794433593,True,REGULAR,USD,2025-03-21
AAPL250321C00025000,2025-02-12 16:26:48+00:00,25.0,210.01,218.85,221.8,0.0,0.0,2.0,2,4.605472993164062,True,REGULAR,USD,2025-03-21
AAPL250321C00030000,2024-12-26 14:49:35+00:00,30.0,229.0,199.9,200.65,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,2025-03-21
AAPL250321C00035000,2025-01-31 20:50:00+00:00,35.0,200.2,208.85,211.85,0.0,0.0,1.0,1,3.917968955078125,True,REGULAR,USD,2025-03-21
AAPL250321C00040000,2024-12-16 05:01:38+00:00,40.0,189.16,189.85,192.35,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,2025-03-21
AAPL250321C00045000,2024-12-27 16:43:30+00:00,45.0,209.4,189.95,192.5,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD,2025-03-21
AAPL250321C00050000,2025-02-03 19:58:38+00:00,50.0,178.95,195.0,196.75,0.0,0.0,6.0,85,2.5644567138671874,True,REGULAR,USD,2025-03-21
AAPL250321C00055000,2025-02-06 20:33:57+00:00,55.0,177.65,188.95,191.9,0.0,0.0,3.0,2,3.025881341552734,True,REGULAR,USD,2025-03-21
AAPL250321C00060000,2025-02-06 20:56:19+00:00,60.0,173.43,184.0,186.9,0.0,0.0,10.0,12,2.854495051269531,True,REGULAR,USD,2025-03-21
AAPL250321C00065000,2025-02-12 18:17:00+00:00,65.0,170.95,178.95,181.95,0.0,0.0,40.0,24,2.7168000830078123,True,REGULAR,USD,2025-03-21
AAPL250321C00070000,2025-02-10 16:49:00+00:00,70.0,159.35,175.1,176.85,0.0,0.0,92.0,74,2.113285966796875,True,REGULAR,USD,2025-03-21
AAPL250321C00075000,2025-01-17 15:02:37+00:00,75.0,156.65,169.0,172.0,0.0,0.0,1.0,24,2.4550819873046876,True,REGULAR,USD,2025-03-21
AAPL250321C00080000,2025-01-17 20:44:45+00:00,80.0,149.92,164.05,166.95,0.0,0.0,3.0,37,2.3144573388671867,True,REGULAR,USD,2025-03-21
AAPL250321C00085000,2025-02-06 15:09:25+00:00,85.0,148.59,160.15,161.95,0.0,0.0,26.0,193,1.8457038964843748,True,REGULAR,USD,2025-03-21
AAPL250321C00090000,2025-02-05 16:42:37+00:00,90.0,140.5,155.1,157.0,0.0,0.0,5.0,96,1.7529309228515624,True,REGULAR,USD,2025-03-21
AAPL250321C00095000,2025-02-21 20:42:03+00:00,95.0,151.13,149.9,152.05,11.529999,8.259312,1.0,15,1.625001875,True,REGULAR,USD,2025-03-21
AAPL250321C00100000,2025-02-21 19:24:44+00:00,100.0,147.25,144.3,146.5,1.300003,0.8907181,5.0,472,1.7578137109375,True,REGULAR,USD,2025-03-21
AAPL250321C00105000,2025-01-30 17:50:10+00:00,105.0,134.0,140.25,141.95,0.0,0.0,50.0,72,1.5253929980468748,True,REGULAR,USD,2025-03-21
AAPL250321C00110000,2025-02-20 14:30:11+00:00,110.0,136.25,135.55,136.5,0.13000488,0.095507555,1.0,506,1.4160185449218752,True,REGULAR,USD,2025-03-21
AAPL250321C00115000,2025-02-18 16:44:40+00:00,115.0,129.9,130.15,132.15,0.0,0.0,1.0,50,1.3950225561523437,True,REGULAR,USD,2025-03-21
AAPL250321C00120000,2025-02-21 20:51:00+00:00,120.0,126.25,124.25,127.05,17.449997,16.038599,6.0,33,1.0351610742187503,True,REGULAR,USD,2025-03-21
AAPL250321C00125000,2025-02-21 18:54:43+00:00,125.0,123.37,120.2,122.15,18.54,17.685778,5.0,193,1.2646521142578124,True,REGULAR,USD,2025-03-21
AAPL250321C00130000,2025-02-21 17:28:24+00:00,130.0,117.9,115.65,116.6,1.800003,1.5503902,8.0,557,1.1826212744140623,True,REGULAR,USD,2025-03-21
AAPL250321C00135000,2025-02-21 15:28:48+00:00,135.0,111.05,110.25,112.15,1.4800034,1.3507377,1.0,239,1.1430706909179689,True,REGULAR,USD,2025-03-21
AAPL250321C00140000,2025-02-21 17:31:21+00:00,140.0,107.8,105.7,106.65,2.3100052,2.189786,5.0,513,1.0742233789062503,True,REGULAR,USD,2025-03-21
AAPL250321C00145000,2025-02-21 15:16:46+00:00,145.0,101.52,100.65,101.7,17.71,21.13113,4.0,258,1.0151416430664062,True,REGULAR,USD,2025-03-21
AAPL250321C00150000,2025-02-21 20:51:00+00:00,150.0,96.15,95.85,96.55,-0.34999847,-0.3626927,12.0,1962,0.9648441015625,True,REGULAR,USD,2025-03-21
AAPL250321C00155000,2025-02-21 20:00:39+00:00,155.0,91.65,90.5,91.6,1.3700027,1.5175042,41.0,2460,0.868165380859375,True,REGULAR,USD,2025-03-21
AAPL250321C00160000,2025-02-21 20:51:00+00:00,160.0,86.45,85.9,86.6,0.8499985,0.9929889,14.0,1830,0.8657239990234374,True,REGULAR,USD,2025-03-21
AAPL250321C00165000,2025-02-21 20:19:25+00:00,165.0,81.3,80.65,81.65,0.40000153,0.49443942,10.0,1500,0.7895528857421875,True,REGULAR,USD,2025-03-21
AAPL250321C00170000,2025-02-21 20:49:28+00:00,170.0,76.47,75.75,76.65,0.5699997,0.75098777,126.0,2239,0.7495142236328125,True,REGULAR,USD,2025-03-21
AAPL250321C00175000,2025-02-21 16:42:04+00:00,175.0,73.97,70.75,71.7,2.5100021,3.5124574,9.0,1228,0.7041045214843751,True,REGULAR,USD,2025-03-21
AAPL250321C00180000,2025-02-21 20:23:43+00:00,180.0,66.45,65.85,66.75,0.0,0.0,68.0,4459,0.6682162084960939,True,REGULAR,USD,2025-03-21
